,start_time,end_time,proton_duration,proton_max_int
0,2011-03-07 22:55:00,2011-03-08 09:35:00,640.0,0.1188555567851205
1,2011-03-09 17:10:00,2011-03-10 07:50:00,880.0,0.08579861436058718
2,2011-03-21 03:40:00,2011-03-22 08:30:00,1730.0,0.21449494836529853
3,2011-06-05 20:20:00,2011-06-06 20:55:00,1475.0,0.11544126132437743
4,2011-06-07 06:55:00,2011-06-09 03:50:00,2695.0,3.8832066952360904
5,2011-08-04 04:25:00,2011-08-05 12:30:00,1925.0,1.423088166726207
6,2011-08-09 08:10:00,2011-08-10 10:25:00,1575.0,2.408739565539908
7,2011-09-06 02:50:00,2011-09-06 17:50:00,900.0,0.1227352283914829
8,2011-09-06 22:55:00,2011-09-08 00:10:00,1515.0,0.3938659455235362
9,2011-09-22 20:20:00,2011-09-23 22:30:00,1570.0,0.16689959030238605
10,2011-11-04 00:00:00,2011-11-05 09:25:00,2005.0000000000002,0.13403979236561625
