,start_time,end_time,proton_duration,proton_max_int
0,2011-03-07 22:55:00,2011-03-08 09:35:00,640.0,0.1188555567851205
1,2011-03-09 17:10:00,2011-03-10 07:50:00,880.0,0.08579861436058718
2,2011-03-21 03:40:00,2011-03-22 08:30:00,1730.0,0.21449494836529853
3,2011-06-05 20:20:00,2011-06-06 20:55:00,1475.0,0.11544126132437743
4,2011-06-07 06:55:00,2011-06-09 03:50:00,2695.0,3.8832066952360904
5,2011-08-04 04:25:00,2011-08-05 12:30:00,1925.0,1.423088166726207
6,2011-08-09 08:10:00,2011-08-10 10:25:00,1575.0,2.408739565539908
7,2011-09-06 02:50:00,2011-09-06 17:50:00,900.0,0.1227352283914829
8,2011-09-06 22:55:00,2011-09-08 00:10:00,1515.0,0.3938659455235362
9,2011-09-22 20:20:00,2011-09-23 22:30:00,1570.0,0.16689959030238605
10,2011-11-04 00:00:00,2011-11-05 09:25:00,2005.0000000000002,0.13403979236561625
11,2012-01-23 04:25:00,2012-01-24 21:30:00,2465.0,2.1406501456995795
12,2012-01-27 18:35:00,2012-01-30 11:30:00,3895.0000000000005,10.349438211520955
13,2012-03-07 01:45:00,2012-03-11 20:45:00,6900.0,55.92687408940909
14,2012-03-13 17:45:00,2012-03-15 01:30:00,1905.0,3.0312960612050555
15,2012-05-17 01:45:00,2012-05-19 01:10:00,2845.0,22.633128798273027
16,2012-07-07 00:35:00,2012-07-07 20:55:00,1220.0,0.29739721428350874
17,2012-07-08 17:50:00,2012-07-09 22:10:00,1700.0,0.6786001156871759
18,2012-07-17 15:35:00,2012-07-18 00:05:00,510.00000000000006,0.13522360437471298
19,2012-07-19 06:20:00,2012-07-20 03:15:00,1255.0,0.6461660400483928
20,2012-07-23 07:30:00,2012-07-26 04:40:00,4150.000000000001,0.736824744388211
21,2012-09-28 01:00:00,2012-09-28 11:50:00,650.0,0.1525340868934713
22,2013-04-11 08:15:00,2013-04-13 05:10:00,2695.0,1.8838971312806145
23,2013-04-24 23:25:00,2013-04-25 12:55:00,810.0,0.12671049400867843
24,2013-09-30 01:15:00,2013-09-30 18:45:00,1050.0000000000002,0.14293356993033954
25,2013-10-28 19:20:00,2013-10-30 06:40:00,2120.0000000000005,0.14751102335544097
26,2013-11-02 08:20:00,2013-11-03 08:15:00,1435.0,0.23293226416760776
27,2013-12-28 18:55:00,2013-12-29 04:20:00,565.0,0.24065822116336977
28,2014-01-06 08:05:00,2014-01-09 20:15:00,5050.0,3.8383264833917607
29,2014-02-25 03:55:00,2014-02-28 18:55:00,5220.0,0.773358980240427
30,2014-04-18 13:35:00,2014-04-19 06:55:00,1040.0000000000002,0.649673788165215
31,2014-09-01 22:10:00,2014-09-07 22:00:00,8630.000000000002,0.6379499920521168
32,2014-09-10 21:15:00,2014-09-12 17:30:00,2655.0,0.8370293642720523
33,2015-10-29 03:05:00,2015-10-30 13:55:00,2090.0000000000005,1.8827493430531956
34,2017-07-13 23:40:00,2017-07-15 01:25:00,1545.0,0.10486529968835717
35,2017-09-06 11:45:00,2017-09-07 09:30:00,1305.0,0.43044231502902786
36,2017-09-10 15:20:00,2017-09-15 04:10:00,6530.0,60.035894409876065
