,start_time,end_time,proton_duration,proton_max_int
0,2011-01-28 02:10:00,2011-01-28 14:00:00,710.0,0.09594730191484455
1,2011-03-07 22:55:00,2011-03-08 09:35:00,640.0,0.1188555567851205
2,2011-03-09 17:10:00,2011-03-10 07:50:00,880.0,0.08579861436058718
3,2011-03-21 03:40:00,2011-03-22 08:55:00,1755.0,0.21449494836529853
4,2011-06-05 20:05:00,2011-06-06 20:55:00,1490.0,0.11544126132437743
5,2011-06-07 06:45:00,2011-06-09 03:50:00,2705.0,3.8832066952360904
6,2011-08-04 04:15:00,2011-08-05 12:30:00,1935.0,1.423088166726207
7,2011-08-09 08:10:00,2011-08-10 10:50:00,1600.0,2.408739565539908
8,2011-09-06 02:45:00,2011-09-06 17:50:00,905.0,0.1227352283914829
9,2011-09-06 22:55:00,2011-09-08 00:15:00,1520.0,0.3938659455235362
10,2011-09-22 15:25:00,2011-09-23 22:35:00,1870.0,0.16689959030238605
11,2011-11-04 00:00:00,2011-11-05 09:25:00,2005.0000000000002,0.13403979236561625
12,2012-01-23 04:25:00,2012-01-24 21:30:00,2465.0,2.1406501456995795
13,2012-01-27 18:35:00,2012-01-30 11:30:00,3895.0000000000005,10.349438211520955
14,2012-03-07 01:40:00,2012-03-11 21:50:00,6970.0,55.92687408940909
15,2012-03-13 17:45:00,2012-03-15 04:25:00,2080.0000000000005,3.0312960612050555
16,2012-05-17 01:45:00,2012-05-19 01:15:00,2850.0,22.633128798273027
17,2012-07-07 00:35:00,2012-07-07 23:35:00,1380.0,0.29739721428350874
18,2012-07-08 17:50:00,2012-07-09 22:10:00,1700.0,0.6786001156871759
19,2012-07-17 15:35:00,2012-07-18 00:05:00,510.00000000000006,0.13522360437471298
20,2012-07-19 06:20:00,2012-07-20 05:45:00,1405.0,0.6461660400483928
21,2012-07-23 07:30:00,2012-07-26 04:40:00,4150.000000000001,0.736824744388211
22,2012-09-28 00:55:00,2012-09-28 11:50:00,655.0,0.1525340868934713
23,2013-04-11 08:15:00,2013-04-13 05:15:00,2700.0,1.8838971312806145
24,2013-04-24 23:25:00,2013-04-25 12:55:00,810.0,0.12671049400867843
25,2013-09-30 01:15:00,2013-09-30 18:45:00,1050.0000000000002,0.14293356993033954
26,2013-10-28 19:20:00,2013-10-30 06:40:00,2120.0000000000005,0.14751102335544097
27,2013-11-02 08:20:00,2013-11-03 08:15:00,1435.0,0.23293226416760776
28,2013-12-28 18:55:00,2013-12-29 04:20:00,565.0,0.24065822116336977
29,2014-01-06 08:05:00,2014-01-09 20:15:00,5050.0,3.8383264833917607
30,2014-02-25 03:50:00,2014-02-28 18:55:00,5225.0,0.773358980240427
31,2014-04-18 13:35:00,2014-04-19 11:30:00,1315.0,0.649673788165215
32,2014-09-01 21:45:00,2014-09-07 22:00:00,8655.000000000002,0.6379499920521168
33,2014-09-10 20:05:00,2014-09-12 17:30:00,2725.0,0.8370293642720523
34,2014-09-25 00:50:00,2014-09-25 13:50:00,780.0,0.07953378540021765
35,2014-12-14 00:55:00,2014-12-14 11:50:00,655.0,0.08567134061782088
36,2015-10-29 03:05:00,2015-10-30 14:00:00,2095.0000000000005,1.8827493430531956
37,2017-07-13 23:40:00,2017-07-15 01:25:00,1545.0,0.10486529968835717
38,2017-07-18 14:25:00,2017-07-19 05:45:00,920.0,0.08782608472459022
39,2017-07-19 11:40:00,2017-07-20 00:00:00,740.0,0.07531543825337184
40,2017-09-06 11:45:00,2017-09-07 14:10:00,1585.0,0.43044231502902786
41,2017-09-10 15:20:00,2017-09-15 04:10:00,6530.0,60.035894409876065
