start_time,end_time,t3_duration,t3_max_int,default_color
2011-07-03 02:35:30,2011-07-03 03:21:30,46,33.05878829956055,green
2011-07-31 19:28:30,2011-07-31 20:25:30,57,38.564144134521484,green
2012-01-23 04:20:30,2012-01-23 05:27:30,7,41.21174621582031,green
2012-03-13 17:47:30,2012-03-13 18:43:30,56,39.90993881225586,green
2012-05-17 02:21:30,2012-05-17 03:30:30,9,62.048587799072266,green
2013-08-23 01:23:30,2013-08-23 02:02:30,39,29.281675338745117,green
2014-01-07 18:37:30,2014-01-07 19:54:30,17,61.082706451416016,green
2014-02-20 08:18:30,2014-02-20 09:22:30,4,51.40933609008789,green
2015-05-13 19:10:30,2015-05-13 19:22:30,12,26.576627731323242,green
2015-06-18 01:44:30,2015-06-18 02:16:30,32,34.65528106689453,green
2015-06-25 08:58:30,2015-06-25 09:19:30,21,41.95817947387695,green
2015-06-25 09:32:30,2015-06-25 10:37:30,5,42.53935241699219,green
2015-09-20 18:22:30,2015-09-20 19:54:30,32,51.388221740722656,green
2015-11-04 14:52:30,2015-11-04 15:38:30,46,46.54537582397461,green
2015-11-26 22:29:30,2015-11-26 22:50:30,21,87.3287353515625,green
2016-07-20 22:27:30,2016-07-20 22:48:30,21,29.223400115966797,green
