start_time,end_time,t3_duration,t3_max_time,t3_max_int
2011-03-07 19:58:30,2011-03-07 20:43:30,45.0,2011-03-07 20:12:30,54.65919780544937
2011-06-07 06:28:30,2011-06-07 07:14:30,46.0,2011-06-07 06:38:30,193.0448244586587
2011-08-02 06:11:30,2011-08-02 06:51:30,40.0,2011-08-02 06:28:30,74.69870503130369
2011-08-03 13:27:30,2011-08-03 13:59:30,32.00000000000001,2011-08-03 13:36:30,61.56364698288962
2011-08-04 03:52:30,2011-08-04 04:33:30,41.0,2011-08-04 04:01:30,77.88220175541937
2011-08-09 08:04:30,2011-08-09 08:37:30,33.00000000000001,2011-08-09 08:11:30,46.16075173020363
2011-09-06 01:54:30,2011-09-06 02:25:30,31.000000000000004,2011-09-06 02:02:30,65.28848343947902
2011-09-06 22:23:30,2011-09-06 23:00:30,37.0,2011-09-06 22:34:30,110.72090892959386
2011-09-22 10:43:30,2011-09-22 11:16:30,33.00000000000001,2011-09-22 10:54:30,91.77079100720584
2011-10-01 09:05:30,2011-10-01 10:01:30,56.0,2011-10-01 09:08:30,72.52974577341229
