start_time,end_time,t3_duration,t3_max_time,t3_max_int,points_no,intgl_int_dur
2012-03-05 03:47:30,2012-03-05 04:47:30,60.0,2012-03-05 03:53:30,10.105766179971397,61,246.518
2012-03-07 00:18:30,2012-03-07 01:49:30,91.0,2012-03-07 00:42:30,86.17590858228505,90,2160.425
2012-03-10 17:40:30,2012-03-10 18:22:30,42.0,2012-03-10 17:54:30,15.006977023091167,42,271.246
2012-03-10 18:57:30,2012-03-10 19:38:30,41.0,2012-03-10 19:14:30,4.585779083194211,27,70.184
2012-03-13 17:21:30,2012-03-13 18:52:30,91.0,2012-03-13 17:33:30,50.638067338149995,90,1206.056
2012-03-14 15:43:30,2012-03-14 16:15:30,32.00000000000001,2012-03-14 15:54:30,4.289798414101824,32,95.62
2012-03-17 20:38:30,2012-03-17 21:09:30,31.000000000000004,2012-03-17 20:42:30,19.204412067774683,32,220.065
2012-03-18 00:15:30,2012-03-18 00:47:30,32.00000000000001,2012-03-18 00:21:30,2.8323033343767747,32,78.288
2012-03-19 22:00:30,2012-03-19 22:49:30,49.0,2012-03-19 22:03:30,28.37317711743526,50,423.015
2012-03-21 07:37:30,2012-03-21 08:39:30,62.00000000000001,2012-03-21 08:03:30,24.64762603212148,59,433.723
2012-03-21 10:00:30,2012-03-21 10:31:30,31.000000000000004,2012-03-21 10:14:30,7.767216481501237,32,152.723
2012-03-24 00:16:30,2012-03-24 01:12:30,56.0,2012-03-24 01:09:30,231.94561110064387,51,1271.913
2012-03-24 16:36:30,2012-03-24 17:17:30,41.0,2012-03-24 16:42:30,2.7878862605430186,13,29.03
2012-03-25 00:24:30,2012-03-25 00:54:30,30.0,2012-03-25 00:29:30,7.357533727772534,31,123.138
2012-03-26 06:26:30,2012-03-26 06:56:30,30.0,2012-03-26 06:31:30,3.143789891153574,31,75.776
2012-03-26 22:36:30,2012-03-26 23:54:30,78.0,2012-03-26 23:08:30,16.237257321132347,79,556.061
2012-03-27 02:54:30,2012-03-27 03:40:30,46.0,2012-03-27 03:03:30,9.05810935026966,46,232.366
2012-03-28 21:46:30,2012-03-28 22:38:30,52.0,2012-03-28 22:03:30,16.40081124799326,50,359.39
2012-03-31 21:05:30,2012-03-31 21:42:30,37.0,2012-03-31 21:14:30,7.296923431567848,38,159.162
2012-04-05 21:06:30,2012-04-05 22:04:30,58.0,2012-04-05 21:27:30,5.315824820660055,48,151.828
2012-04-14 15:59:30,2012-04-14 17:00:30,61.00000000000001,2012-04-14 16:15:30,3.0195502114947885,24,55.954
2012-04-15 08:39:30,2012-04-15 09:23:30,44.0,2012-04-15 08:53:30,11.702050811843947,45,307.47
2012-04-17 14:09:30,2012-04-17 14:48:30,39.0,2012-04-17 14:12:30,4.76013348554261,38,113.738
2012-04-18 05:49:30,2012-04-18 06:20:30,31.000000000000004,2012-04-18 05:55:30,3.5106842811219394,32,88.354
2012-04-18 12:42:30,2012-04-18 13:22:30,40.0,2012-04-18 12:51:30,13.56387621955946,41,262.988
2012-04-18 16:59:30,2012-04-18 17:33:30,34.00000000000001,2012-04-18 17:12:30,5.834709021728486,33,132.349
2012-04-19 06:16:30,2012-04-19 06:53:30,37.0,2012-04-19 06:41:30,3.318864713073708,32,83.377
2012-04-19 11:08:30,2012-04-19 11:49:30,41.0,2012-04-19 11:17:30,28.7923681801185,42,414.033
2012-04-23 17:38:30,2012-04-23 18:23:30,45.0,2012-04-23 17:44:30,14.944965413073078,45,257.504
2012-04-24 07:44:30,2012-04-24 08:27:30,43.0,2012-04-24 07:58:30,7.739202672266401,36,143.055
2012-04-28 01:33:30,2012-04-28 02:12:30,39.0,2012-04-28 01:35:30,6.202835043892264,34,139.447
2012-04-28 18:20:30,2012-04-28 19:06:30,46.0,2012-04-28 18:52:30,4.317813642555848,42,110.903
2012-04-30 07:38:30,2012-04-30 08:31:30,53.0,2012-04-30 07:52:30,4.840348434983753,54,160.413
2012-05-02 19:00:30,2012-05-02 19:36:30,36.0,2012-05-02 19:04:30,25.15393198817037,37,349.257
2012-05-07 00:41:30,2012-05-07 01:25:30,44.0,2012-05-07 01:09:30,149.86177338287234,44,723.067
2012-05-07 03:17:30,2012-05-07 03:50:30,33.00000000000001,2012-05-07 03:27:30,25.179151810938492,34,354.646
2012-05-07 14:09:30,2012-05-07 15:00:30,51.0,2012-05-07 14:16:30,10.321731997886673,52,333.662
2012-05-10 01:34:30,2012-05-10 02:29:30,55.0,2012-05-10 02:15:30,9.570135371526703,37,156.739
2012-05-10 15:29:30,2012-05-10 16:08:30,39.0,2012-05-10 15:30:30,12.987411404959857,40,197.625
2012-05-11 03:36:30,2012-05-11 04:11:30,35.0,2012-05-11 03:41:30,31.350305295782164,36,388.021
2012-05-11 22:52:30,2012-05-11 23:55:30,63.00000000000001,2012-05-11 23:13:30,12.641045460477471,51,200.074
2012-05-14 09:15:30,2012-05-14 09:59:30,44.0,2012-05-14 09:43:30,7.170565034961328,42,152.602
2012-05-17 01:30:30,2012-05-17 03:22:30,112.0,2012-05-17 01:38:30,43.2347727692686,105,1048.981
2012-05-19 06:19:30,2012-05-19 07:03:30,44.0,2012-05-19 06:48:30,10.60968560562469,45,219.92
2012-05-19 11:35:30,2012-05-19 12:38:30,63.00000000000001,2012-05-19 12:10:30,27.41244290024042,56,494.177
2012-05-26 20:48:30,2012-05-26 22:08:30,80.0,2012-05-26 20:52:30,20.35332182631828,79,412.253
2012-06-03 17:53:30,2012-06-03 18:23:30,30.0,2012-06-03 17:58:30,7.566744035226293,31,139.385
2012-06-05 05:31:30,2012-06-05 06:16:30,45.0,2012-06-05 05:42:30,8.66007447289303,46,225.944
2012-06-05 19:55:30,2012-06-05 20:45:30,50.0,2012-06-05 20:23:30,6.563271257793531,51,147.286
2012-06-06 02:17:30,2012-06-06 02:57:30,40.0,2012-06-06 02:20:30,7.418571438523941,41,154.684
2012-06-06 19:22:30,2012-06-06 20:50:30,88.0,2012-06-06 20:11:30,36.78657748643309,82,632.42
2012-06-08 00:12:30,2012-06-08 01:22:30,70.0,2012-06-08 01:09:30,247.66810870543122,51,1178.477
2012-06-08 07:14:30,2012-06-08 08:00:30,46.0,2012-06-08 07:19:30,62.70581834344193,47,712.146
2012-06-14 13:56:30,2012-06-14 14:29:30,33.00000000000001,2012-06-14 13:59:30,3.964620627928525,34,108.292
2012-06-27 05:06:30,2012-06-27 05:40:30,34.00000000000001,2012-06-27 05:26:30,7.494222482433543,27,95.529
2012-06-28 01:33:30,2012-06-28 02:36:30,63.00000000000001,2012-06-28 02:16:30,40.263266580179334,54,391.659
2012-06-28 11:16:30,2012-06-28 11:47:30,31.000000000000004,2012-06-28 11:19:30,10.874218186363578,30,159.873
2012-06-28 16:04:30,2012-06-28 16:49:30,45.0,2012-06-28 16:18:30,57.072877571568824,46,759.809
2012-06-28 19:39:30,2012-06-28 20:14:30,35.0,2012-06-28 19:50:30,3.999685092596337,35,102.699
2012-06-28 21:44:30,2012-06-28 22:15:30,31.000000000000004,2012-06-28 21:48:30,32.36857941490598,32,390.976
2012-06-29 00:26:30,2012-06-29 01:03:30,37.0,2012-06-29 00:38:30,7.350547533715144,38,180.285
2012-06-29 01:20:30,2012-06-29 01:52:30,32.00000000000001,2012-06-29 01:29:30,32.57385726470966,33,388.79
2012-06-29 05:56:30,2012-06-29 06:26:30,30.0,2012-06-29 06:02:30,18.816460863454267,31,245.285
2012-06-29 09:16:30,2012-06-29 09:53:30,37.0,2012-06-29 09:24:30,19.06738213659264,38,303.014
2012-06-30 00:52:30,2012-06-30 01:23:30,31.000000000000004,2012-06-30 01:09:30,132.756762271747,31,712.198
2012-06-30 07:55:30,2012-06-30 08:57:30,62.00000000000001,2012-06-30 07:59:30,8.297582118306309,58,202.382
2012-06-30 12:49:30,2012-06-30 13:19:30,30.0,2012-06-30 12:53:30,15.14077638508752,31,187.222
2012-06-30 18:04:30,2012-06-30 18:49:30,45.0,2012-06-30 18:09:30,6.022581324563362,46,172.436
2012-07-01 04:24:30,2012-07-01 04:54:30,30.0,2012-07-01 04:29:30,9.084026691270992,31,169.162
2012-07-01 07:11:30,2012-07-01 08:00:30,49.0,2012-07-01 07:26:30,37.69360874546692,48,544.776
2012-07-01 11:20:30,2012-07-01 11:50:30,30.0,2012-07-01 11:24:30,3.450824357685633,28,72.95
2012-07-01 19:14:30,2012-07-01 19:56:30,42.0,2012-07-01 19:17:30,37.98238001158461,43,502.357
2012-07-02 00:28:30,2012-07-02 01:12:30,44.0,2012-07-02 01:09:30,128.86201744154096,45,918.453
2012-07-02 02:39:30,2012-07-02 03:11:30,32.00000000000001,2012-07-02 02:42:30,9.729765869677067,33,173.096
2012-07-02 04:41:30,2012-07-02 05:38:30,57.0,2012-07-02 05:12:30,13.822301068808883,53,255.062
2012-07-02 18:05:30,2012-07-02 18:41:30,36.0,2012-07-02 18:11:30,14.656211538938805,37,237.87
2012-07-03 20:38:30,2012-07-03 21:22:30,44.0,2012-07-03 20:44:30,18.92013426683843,45,327.894
2012-07-04 16:35:30,2012-07-04 17:27:30,52.0,2012-07-04 16:40:30,45.24454151140526,51,634.173
2012-07-05 13:05:30,2012-07-05 14:00:30,55.0,2012-07-05 13:15:30,9.631107115885243,56,245.375
2012-07-05 21:40:30,2012-07-05 22:33:30,53.0,2012-07-05 21:49:30,15.508372053038329,54,387.444
2012-07-06 10:06:30,2012-07-06 10:40:30,34.00000000000001,2012-07-06 10:10:30,8.580112075665966,35,151.903
2012-07-06 23:04:30,2012-07-07 00:35:30,91.0,2012-07-06 23:10:30,56.1785580557771,92,1327.097
2012-07-08 16:26:30,2012-07-08 17:09:30,43.0,2012-07-08 16:39:30,9.256810120074078,44,194.108
2012-07-09 04:52:30,2012-07-09 05:54:30,62.00000000000001,2012-07-09 04:57:30,6.279182066209614,57,179.274
2012-07-09 13:57:30,2012-07-09 14:32:30,35.0,2012-07-09 14:29:30,5.11579260090366,19,50.917
2012-07-12 15:48:30,2012-07-12 17:38:30,110.0,2012-07-12 15:52:30,16.355161136831157,110,611.816
2012-07-13 19:39:30,2012-07-13 20:18:30,39.0,2012-07-13 19:46:30,13.299756395630538,40,236.697
2012-07-16 04:55:30,2012-07-16 05:29:30,34.00000000000001,2012-07-16 05:02:30,11.061733064707369,34,156.523
2012-07-16 13:56:30,2012-07-16 14:58:30,62.00000000000001,2012-07-16 14:27:30,5.450890344218351,56,166.173
2012-07-16 18:03:30,2012-07-16 20:21:30,138.0,2012-07-16 18:59:30,7.378612850094214,96,274.657
2012-07-17 14:02:30,2012-07-17 15:29:30,87.0,2012-07-17 14:47:30,12.650634409859776,82,341.109
2012-07-19 05:25:30,2012-07-19 07:04:30,99.0,2012-07-19 05:34:30,13.081876843585633,97,546.608
2012-07-19 13:54:30,2012-07-19 14:24:30,30.0,2012-07-19 14:12:30,9.93999733380042,24,95.423
2012-07-22 12:23:30,2012-07-22 12:54:30,31.000000000000004,2012-07-22 12:28:30,30.468072114977986,32,333.354
2012-07-23 02:11:30,2012-07-23 03:18:30,67.00000000000001,2012-07-23 02:40:30,11.573704303824343,67,380.451
2012-07-26 09:46:30,2012-07-26 10:22:30,36.0,2012-07-26 10:03:30,22.544126383261755,29,215.328
2012-07-27 03:32:30,2012-07-27 04:37:30,65.00000000000001,2012-07-27 04:04:30,45.118298877961934,58,654.347
2012-07-27 05:56:30,2012-07-27 06:29:30,33.00000000000001,2012-07-27 06:00:30,11.161152395419776,32,136.604
2012-07-27 11:46:30,2012-07-27 12:37:30,51.0,2012-07-27 11:50:30,15.085098142269999,52,261.678
2012-07-27 17:10:30,2012-07-27 17:56:30,46.0,2012-07-27 17:25:30,62.46052742283791,47,732.352
2012-07-28 09:05:30,2012-07-28 09:45:30,40.0,2012-07-28 09:19:30,7.654597992775962,36,125.358
2012-07-28 21:06:30,2012-07-28 21:48:30,42.0,2012-07-28 21:14:30,26.369935023365542,43,419.824
2012-07-30 04:22:30,2012-07-30 04:53:30,31.000000000000004,2012-07-30 04:25:30,24.80898936232552,32,243.023
2012-07-31 03:58:30,2012-07-31 04:47:30,49.0,2012-07-31 04:12:30,12.479145418736152,46,219.804
2012-07-31 11:02:30,2012-07-31 11:32:30,30.0,2012-07-31 11:13:30,9.95582422032021,31,143.597
2012-07-31 22:00:30,2012-07-31 22:50:30,50.0,2012-07-31 22:04:30,81.21304661687464,49,970.09
2012-08-01 06:52:30,2012-08-01 07:44:30,52.0,2012-08-01 07:22:30,12.74615201400593,52,310.061
2012-08-03 02:30:30,2012-08-03 03:18:30,48.0,2012-08-03 03:01:30,4.773220365401357,48,140.522
2012-08-06 04:36:30,2012-08-06 05:07:30,31.000000000000004,2012-08-06 04:42:30,14.795233610784635,32,198.664
2012-08-06 08:15:30,2012-08-06 08:52:30,37.0,2012-08-06 08:24:30,13.279614298255183,33,171.225
2012-08-09 21:38:30,2012-08-09 22:17:30,39.0,2012-08-09 21:55:30,6.996739767026156,39,184.415
2012-08-12 02:08:30,2012-08-12 02:40:30,32.00000000000001,2012-08-12 02:13:30,11.58967874222435,33,186.531
2012-08-13 00:00:30,2012-08-13 00:31:30,31.000000000000004,2012-08-13 00:11:30,15.726677540922537,28,138.598
2012-08-13 04:08:30,2012-08-13 05:01:30,53.0,2012-08-13 04:12:30,75.62514626979828,52,1050.166
2012-08-13 09:23:30,2012-08-13 10:27:30,64.00000000000001,2012-08-13 09:29:30,23.07558323512785,52,365.668
2012-08-13 12:35:30,2012-08-13 13:45:30,70.0,2012-08-13 12:42:30,83.92652865033597,70,1585.393
2012-08-13 23:49:30,2012-08-14 01:06:30,77.0,2012-08-13 23:55:30,16.513753866311163,78,499.9
2012-08-17 05:11:30,2012-08-17 05:55:30,44.0,2012-08-17 05:18:30,5.34085737215355,36,115.39
2012-08-17 13:16:30,2012-08-17 13:50:30,34.00000000000001,2012-08-17 13:24:30,14.233261382905766,35,223.416
2012-08-17 18:17:30,2012-08-17 19:20:30,63.00000000000001,2012-08-17 18:34:30,3.985566637595184,64,191.646
2012-08-18 00:56:30,2012-08-18 01:41:30,45.0,2012-08-18 01:01:30,28.991524106473662,46,374.306
2012-08-18 13:01:30,2012-08-18 13:45:30,44.0,2012-08-18 13:06:30,6.5022988736163825,37,140.298
2012-08-18 23:04:30,2012-08-18 23:49:30,45.0,2012-08-18 23:24:30,27.478986638132483,46,361.801
2012-08-28 04:13:30,2012-08-28 04:49:30,36.0,2012-08-28 04:24:30,3.433819669764489,34,91.525
2012-08-29 09:45:30,2012-08-29 10:43:30,58.0,2012-08-29 10:19:30,6.417914575431496,44,150.312
2012-08-31 19:51:30,2012-08-31 20:46:30,55.0,2012-08-31 20:04:30,29.531045090639964,56,560.505
2012-09-02 18:02:30,2012-09-02 18:49:30,47.0,2012-09-02 18:14:30,18.87425139779225,48,378.721
2012-09-03 16:30:30,2012-09-03 17:15:30,45.0,2012-09-03 16:38:30,25.153874209616333,45,395.876
2012-09-12 15:36:30,2012-09-12 16:07:30,31.000000000000004,2012-09-12 15:45:30,3.0389063926413655,30,72.468
2012-09-14 13:12:30,2012-09-14 14:00:30,48.0,2012-09-14 13:17:30,23.534504307899624,46,394.144
2012-09-14 22:28:30,2012-09-14 23:00:30,32.00000000000001,2012-09-14 22:34:30,6.964465264696628,28,101.573
2012-09-15 21:22:30,2012-09-15 22:06:30,44.0,2012-09-15 21:43:30,4.140004463726655,37,99.207
2012-09-20 05:22:30,2012-09-20 05:59:30,37.0,2012-09-20 05:28:30,5.14853803999722,38,136.771
2012-09-20 14:58:30,2012-09-20 15:51:30,53.0,2012-09-20 15:03:30,13.209258309099823,54,302.429
2012-09-27 23:24:30,2012-09-28 01:17:30,113.0,2012-09-28 01:09:30,183.2503193113953,112,1890.154
2012-10-03 09:50:30,2012-10-03 10:20:30,30.0,2012-10-03 09:57:30,7.560399996349588,31,140.512
2012-10-09 05:35:30,2012-10-09 06:30:30,55.0,2012-10-09 06:06:30,3.020995393861085,42,100.79
2012-10-14 00:34:30,2012-10-14 01:13:30,39.0,2012-10-14 01:09:30,191.03938009217381,30,910.579
2012-10-20 19:05:30,2012-10-20 23:58:30,293.0,2012-10-20 19:06:30,2.3793422754388303,294,643.804
2012-10-24 22:44:30,2012-10-24 23:26:30,42.0,2012-10-24 22:51:30,8.890506747178733,36,175.693
2012-10-28 17:08:30,2012-10-28 17:41:30,33.00000000000001,2012-10-28 17:12:30,13.95594716258347,34,166.404
2012-11-08 02:23:30,2012-11-08 02:55:30,32.00000000000001,2012-11-08 02:32:30,9.91801210702397,33,183.697
2012-11-08 10:45:30,2012-11-08 11:33:30,48.0,2012-11-08 10:53:30,5.876014848588966,49,176.643
2012-11-10 04:58:30,2012-11-10 05:28:30,30.0,2012-11-10 05:19:30,2.841818992746994,30,70.185
2012-11-11 02:24:30,2012-11-11 03:04:30,40.0,2012-11-11 02:32:30,10.4800239126198,40,206.689
2012-11-13 02:02:30,2012-11-13 02:32:30,30.0,2012-11-13 02:07:30,4.337297090794891,29,91.641
2012-11-14 23:36:30,2012-11-15 00:08:30,32.00000000000001,2012-11-14 23:40:30,15.680662177153863,33,177.195
2012-11-15 07:58:30,2012-11-15 08:30:30,32.00000000000001,2012-11-15 08:03:30,22.272930058883503,33,269.739
2012-11-15 14:25:30,2012-11-15 14:59:30,34.00000000000001,2012-11-15 14:31:30,45.48791273357347,35,467.292
2012-11-15 22:02:30,2012-11-15 22:49:30,47.0,2012-11-15 22:08:30,11.740315921022557,47,250.453
2012-11-16 12:41:30,2012-11-16 13:23:30,42.0,2012-11-16 12:48:30,10.938947216141969,43,236.311
2012-11-17 02:59:30,2012-11-17 03:36:30,37.0,2012-11-17 03:12:30,3.5885316361673176,32,92.025
2012-11-17 18:05:30,2012-11-17 18:45:30,40.0,2012-11-17 18:14:30,28.304472441668622,41,395.41
2012-11-18 03:22:30,2012-11-18 04:59:30,97.0,2012-11-18 04:09:30,58.05957730743103,97,1103.209
2012-11-18 08:14:30,2012-11-18 08:45:30,31.000000000000004,2012-11-18 08:18:30,47.69742602214683,31,455.47
2012-11-18 15:23:30,2012-11-18 16:13:30,50.0,2012-11-18 15:52:30,37.893942148657516,49,345.89
2012-11-20 12:22:30,2012-11-20 13:17:30,55.0,2012-11-20 12:46:30,11.480255124159157,56,277.639
2012-11-20 22:41:30,2012-11-20 23:42:30,61.00000000000001,2012-11-20 23:07:30,4.294789772015065,56,151.968
2012-11-24 13:35:30,2012-11-24 14:59:30,84.0,2012-11-24 13:39:30,53.41685909987427,78,860.53
2012-12-07 05:16:30,2012-12-07 06:05:30,49.0,2012-12-07 05:21:30,7.918278614291921,50,209.913
2012-12-18 20:01:30,2012-12-18 21:29:30,88.0,2012-12-18 20:03:30,21.50751529727131,89,310.638
2012-12-20 21:49:30,2012-12-20 22:56:30,67.00000000000001,2012-12-20 21:58:30,21.798513802932575,68,567.522
2012-12-24 22:23:30,2012-12-24 22:53:30,30.0,2012-12-24 22:26:30,16.28704380686395,31,190.573
2012-12-25 00:57:30,2012-12-25 01:28:30,31.000000000000004,2012-12-25 01:09:30,128.9776847679168,31,887.792
