File name: g15_epead_cpflux_5m_20180301_20180331
Metadata Description:
dimensions:
record = UNLIMITED; //(2016 currently)
orbit = 7;

variables:
double time_tag_orbit(orbit);
time_tag_orbit:long_name = "Date and time for each west_longitude and inclination pair";
time_tag_orbit:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC";
time_tag_orbit:calendar = "gregorian";

float west_longitude(orbit);
west_longitude:description = "West longitude of satellite sub-orbit point at the given date and time.";
west_longitude:long_label = "West longitude";
west_longitude:short_label = "w long";
west_longitude:plot_label = "West longitude";
west_longitude:lin_log = "lin";
west_longitude:units = "degrees";
west_longitude:format = "F5.1";
west_longitude:nominal_min = " 70.0";
west_longitude:nominal_max = "140.0";
west_longitude:missing_value = "-99999";

float inclination(orbit);
inclination:description = "Inclination -- the angle between the plane of the orbit and the equatorial plane measured counter-clockwise from true East.";
inclination:long_label = "inclination";
inclination:short_label = "incl";
inclination:plot_label = "inclination";
inclination:lin_log = "lin";
inclination:units = "degrees";
inclination:format = "F6.3";
inclination:nominal_min = "0.0";
inclination:nominal_max = " 1.000";
inclination:missing_value = "-99999";

double time_tag(record) ;
time_tag:long_name = "Date and time for each observation" ;
time_tag:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC" ;
time_tag:calendar = "gregorian" ;

float ZPGT1E_QUAL_FLAG(record);
ZPGT1E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT1E_QUAL_FLAG:long_label = "quality flag";
ZPGT1E_QUAL_FLAG:short_label = "qf";
ZPGT1E_QUAL_FLAG:plot_label = " ";
ZPGT1E_QUAL_FLAG:lin_log = "lin";
ZPGT1E_QUAL_FLAG:units = "qf";
ZPGT1E_QUAL_FLAG:format = "I";
ZPGT1E_QUAL_FLAG:nominal_min = "0";
ZPGT1E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT1E_QUAL_FLAG:missing_value = "99999";

float ZPGT1E(record);
ZPGT1E:description = "Flux of >1 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT1E:long_label = "protons-gt1-B (>1 MeV) corrected flux";
ZPGT1E:short_label = "pgt1B cor fx";
ZPGT1E:plot_label = "pB(>1 MeV)c";
ZPGT1E:lin_log = "log";
ZPGT1E:units = "p/(cm^2 s sr)";
ZPGT1E:format = "E10.4";
ZPGT1E:nominal_min = "1.0000E-02";
ZPGT1E:nominal_max = "1.0000E+06";
ZPGT1E:missing_value = "-99999";

float ZPGT5E_QUAL_FLAG(record);
ZPGT5E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT5E_QUAL_FLAG:long_label = "quality flag";
ZPGT5E_QUAL_FLAG:short_label = "qf";
ZPGT5E_QUAL_FLAG:plot_label = " ";
ZPGT5E_QUAL_FLAG:lin_log = "lin";
ZPGT5E_QUAL_FLAG:units = "qf";
ZPGT5E_QUAL_FLAG:format = "I";
ZPGT5E_QUAL_FLAG:nominal_min = "0";
ZPGT5E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT5E_QUAL_FLAG:missing_value = "99999";

float ZPGT5E(record);
ZPGT5E:description = "Flux of >5 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT5E:long_label = "protons-gt5-B (>5 MeV) corrected flux";
ZPGT5E:short_label = "pgt5B cor fx";
ZPGT5E:plot_label = "pB(>5 MeV)c";
ZPGT5E:lin_log = "log";
ZPGT5E:units = "p/(cm^2 s sr)";
ZPGT5E:format = "E10.4";
ZPGT5E:nominal_min = "1.0000E-02";
ZPGT5E:nominal_max = "1.0000E+06";
ZPGT5E:missing_value = "-99999";

float ZPGT10E_QUAL_FLAG(record);
ZPGT10E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT10E_QUAL_FLAG:long_label = "quality flag";
ZPGT10E_QUAL_FLAG:short_label = "qf";
ZPGT10E_QUAL_FLAG:plot_label = " ";
ZPGT10E_QUAL_FLAG:lin_log = "lin";
ZPGT10E_QUAL_FLAG:units = "qf";
ZPGT10E_QUAL_FLAG:format = "I";
ZPGT10E_QUAL_FLAG:nominal_min = "0";
ZPGT10E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT10E_QUAL_FLAG:missing_value = "99999";

float ZPGT10E(record);
ZPGT10E:description = "Flux of >10 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT10E:long_label = "protons-gt10-B (>10 MeV) corrected flux";
ZPGT10E:short_label = "pgt10B cor fx";
ZPGT10E:plot_label = "pB(>10 MeV)c";
ZPGT10E:lin_log = "log";
ZPGT10E:units = "p/(cm^2 s sr)";
ZPGT10E:format = "E10.4";
ZPGT10E:nominal_min = "1.0000E-02";
ZPGT10E:nominal_max = "1.0000E+06";
ZPGT10E:missing_value = "-99999";

float ZPGT30E_QUAL_FLAG(record);
ZPGT30E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT30E_QUAL_FLAG:long_label = "quality flag";
ZPGT30E_QUAL_FLAG:short_label = "qf";
ZPGT30E_QUAL_FLAG:plot_label = " ";
ZPGT30E_QUAL_FLAG:lin_log = "lin";
ZPGT30E_QUAL_FLAG:units = "qf";
ZPGT30E_QUAL_FLAG:format = "I";
ZPGT30E_QUAL_FLAG:nominal_min = "0";
ZPGT30E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT30E_QUAL_FLAG:missing_value = "99999";

float ZPGT30E(record);
ZPGT30E:description = "Flux of >30 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT30E:long_label = "protons-gt30-B (>30 MeV) corrected flux";
ZPGT30E:short_label = "pgt30B cor fx";
ZPGT30E:plot_label = "pB(>30 MeV)c";
ZPGT30E:lin_log = "log";
ZPGT30E:units = "p/(cm^2 s sr)";
ZPGT30E:format = "E10.4";
ZPGT30E:nominal_min = "1.0000E-02";
ZPGT30E:nominal_max = "1.0000E+06";
ZPGT30E:missing_value = "-99999";

float ZPGT50E_QUAL_FLAG(record);
ZPGT50E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT50E_QUAL_FLAG:long_label = "quality flag";
ZPGT50E_QUAL_FLAG:short_label = "qf";
ZPGT50E_QUAL_FLAG:plot_label = " ";
ZPGT50E_QUAL_FLAG:lin_log = "lin";
ZPGT50E_QUAL_FLAG:units = "qf";
ZPGT50E_QUAL_FLAG:format = "I";
ZPGT50E_QUAL_FLAG:nominal_min = "0";
ZPGT50E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT50E_QUAL_FLAG:missing_value = "99999";

float ZPGT50E(record);
ZPGT50E:description = "Flux of >50 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT50E:long_label = "protons-gt50-B (>50 MeV) corrected flux";
ZPGT50E:short_label = "pgt50B cor fx";
ZPGT50E:plot_label = "pB(>50 MeV)c";
ZPGT50E:lin_log = "log";
ZPGT50E:units = "p/(cm^2 s sr)";
ZPGT50E:format = "E10.4";
ZPGT50E:nominal_min = "1.0000E-02";
ZPGT50E:nominal_max = "1.0000E+06";
ZPGT50E:missing_value = "-99999";

float ZPGT60E_QUAL_FLAG(record);
ZPGT60E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT60E_QUAL_FLAG:long_label = "quality flag";
ZPGT60E_QUAL_FLAG:short_label = "qf";
ZPGT60E_QUAL_FLAG:plot_label = " ";
ZPGT60E_QUAL_FLAG:lin_log = "lin";
ZPGT60E_QUAL_FLAG:units = "qf";
ZPGT60E_QUAL_FLAG:format = "I";
ZPGT60E_QUAL_FLAG:nominal_min = "0";
ZPGT60E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT60E_QUAL_FLAG:missing_value = "99999";

float ZPGT60E(record);
ZPGT60E:description = "Flux of >60 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT60E:long_label = "protons-gt60-B (>60 MeV) corrected flux";
ZPGT60E:short_label = "pgt60B cor fx";
ZPGT60E:plot_label = "pB(>60 MeV)c";
ZPGT60E:lin_log = "log";
ZPGT60E:units = "p/(cm^2 s sr)";
ZPGT60E:format = "E10.4";
ZPGT60E:nominal_min = "1.0000E-02";
ZPGT60E:nominal_max = "1.0000E+06";
ZPGT60E:missing_value = "-99999";

float ZPGT100E_QUAL_FLAG(record);
ZPGT100E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT100E_QUAL_FLAG:long_label = "quality flag";
ZPGT100E_QUAL_FLAG:short_label = "qf";
ZPGT100E_QUAL_FLAG:plot_label = " ";
ZPGT100E_QUAL_FLAG:lin_log = "lin";
ZPGT100E_QUAL_FLAG:units = "qf";
ZPGT100E_QUAL_FLAG:format = "I";
ZPGT100E_QUAL_FLAG:nominal_min = "0";
ZPGT100E_QUAL_FLAG:nominal_max = "4294967295";
ZPGT100E_QUAL_FLAG:missing_value = "99999";

float ZPGT100E(record);
ZPGT100E:description = "Flux of >100 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT100E:long_label = "protons-gt100-B (>100 MeV) corrected flux";
ZPGT100E:short_label = "pgt100B cor fx";
ZPGT100E:plot_label = "pB(>100 MeV)c";
ZPGT100E:lin_log = "log";
ZPGT100E:units = "p/(cm^2 s sr)";
ZPGT100E:format = "E10.4";
ZPGT100E:nominal_min = "1.0000E-02";
ZPGT100E:nominal_max = "1.0000E+06";
ZPGT100E:missing_value = "-99999";

float ZPGT1W_QUAL_FLAG(record);
ZPGT1W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT1W_QUAL_FLAG:long_label = "quality flag";
ZPGT1W_QUAL_FLAG:short_label = "qf";
ZPGT1W_QUAL_FLAG:plot_label = " ";
ZPGT1W_QUAL_FLAG:lin_log = "lin";
ZPGT1W_QUAL_FLAG:units = "qf";
ZPGT1W_QUAL_FLAG:format = "I";
ZPGT1W_QUAL_FLAG:nominal_min = "0";
ZPGT1W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT1W_QUAL_FLAG:missing_value = "99999";

float ZPGT1W(record);
ZPGT1W:description = "Flux of >1 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT1W:long_label = "protons-gt1-A (>1 MeV) corrected flux";
ZPGT1W:short_label = "pgt1A cor fx";
ZPGT1W:plot_label = "pA(>1 MeV)c";
ZPGT1W:lin_log = "log";
ZPGT1W:units = "p/(cm^2 s sr)";
ZPGT1W:format = "E10.4";
ZPGT1W:nominal_min = "1.0000E-02";
ZPGT1W:nominal_max = "1.0000E+06";
ZPGT1W:missing_value = "-99999";

float ZPGT5W_QUAL_FLAG(record);
ZPGT5W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT5W_QUAL_FLAG:long_label = "quality flag";
ZPGT5W_QUAL_FLAG:short_label = "qf";
ZPGT5W_QUAL_FLAG:plot_label = " ";
ZPGT5W_QUAL_FLAG:lin_log = "lin";
ZPGT5W_QUAL_FLAG:units = "qf";
ZPGT5W_QUAL_FLAG:format = "I";
ZPGT5W_QUAL_FLAG:nominal_min = "0";
ZPGT5W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT5W_QUAL_FLAG:missing_value = "99999";

float ZPGT5W(record);
ZPGT5W:description = "Flux of >5 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellitee with a correction applied to remove contaminating particles";
ZPGT5W:long_label = "protons-gt5-A (>5 MeV) corrected flux";
ZPGT5W:short_label = "pgt5A cor fx";
ZPGT5W:plot_label = "pA(>5 MeV)c";
ZPGT5W:lin_log = "log";
ZPGT5W:units = "p/(cm^2 s sr)";
ZPGT5W:format = "E10.4";
ZPGT5W:nominal_min = "1.0000E-02";
ZPGT5W:nominal_max = "1.0000E+06";
ZPGT5W:missing_value = "-99999";

float ZPGT10W_QUAL_FLAG(record);
ZPGT10W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT10W_QUAL_FLAG:long_label = "quality flag";
ZPGT10W_QUAL_FLAG:short_label = "qf";
ZPGT10W_QUAL_FLAG:plot_label = " ";
ZPGT10W_QUAL_FLAG:lin_log = "lin";
ZPGT10W_QUAL_FLAG:units = "qf";
ZPGT10W_QUAL_FLAG:format = "I";
ZPGT10W_QUAL_FLAG:nominal_min = "0";
ZPGT10W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT10W_QUAL_FLAG:missing_value = "99999";

float ZPGT10W(record);
ZPGT10W:description = "Flux of >10 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT10W:long_label = "protons-gt10-A (>10 MeV) corrected flux";
ZPGT10W:short_label = "pgt10A cor fx";
ZPGT10W:plot_label = "pA(>10 MeV)c";
ZPGT10W:lin_log = "log";
ZPGT10W:units = "p/(cm^2 s sr)";
ZPGT10W:format = "E10.4";
ZPGT10W:nominal_min = "1.0000E-02";
ZPGT10W:nominal_max = "1.0000E+06";
ZPGT10W:missing_value = "-99999";

float ZPGT30W_QUAL_FLAG(record);
ZPGT30W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT30W_QUAL_FLAG:long_label = "quality flag";
ZPGT30W_QUAL_FLAG:short_label = "qf";
ZPGT30W_QUAL_FLAG:plot_label = " ";
ZPGT30W_QUAL_FLAG:lin_log = "lin";
ZPGT30W_QUAL_FLAG:units = "qf";
ZPGT30W_QUAL_FLAG:format = "I";
ZPGT30W_QUAL_FLAG:nominal_min = "0";
ZPGT30W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT30W_QUAL_FLAG:missing_value = "99999";

float ZPGT30W(record);
ZPGT30W:description = "Flux of >30 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT30W:long_label = "protons-gt30-A (>30 MeV) corrected flux";
ZPGT30W:short_label = "pgt30A cor fx";
ZPGT30W:plot_label = "pA(>30 MeV)c";
ZPGT30W:lin_log = "log";
ZPGT30W:units = "p/(cm^2 s sr)";
ZPGT30W:format = "E10.4";
ZPGT30W:nominal_min = "1.0000E-02";
ZPGT30W:nominal_max = "1.0000E+06";
ZPGT30W:missing_value = "-99999";

float ZPGT50W_QUAL_FLAG(record);
ZPGT50W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT50W_QUAL_FLAG:long_label = "quality flag";
ZPGT50W_QUAL_FLAG:short_label = "qf";
ZPGT50W_QUAL_FLAG:plot_label = " ";
ZPGT50W_QUAL_FLAG:lin_log = "lin";
ZPGT50W_QUAL_FLAG:units = "qf";
ZPGT50W_QUAL_FLAG:format = "I";
ZPGT50W_QUAL_FLAG:nominal_min = "0";
ZPGT50W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT50W_QUAL_FLAG:missing_value = "99999";

float ZPGT50W(record);
ZPGT50W:description = "Flux of >50 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT50W:long_label = "protons-gt50-A (>50 MeV) corrected flux";
ZPGT50W:short_label = "pgt50A cor fx";
ZPGT50W:plot_label = "pA(>50 MeV)c";
ZPGT50W:lin_log = "log";
ZPGT50W:units = "p/(cm^2 s sr)";
ZPGT50W:format = "E10.4";
ZPGT50W:nominal_min = "1.0000E-02";
ZPGT50W:nominal_max = "1.0000E+06";
ZPGT50W:missing_value = "-99999";

float ZPGT60W_QUAL_FLAG(record);
ZPGT60W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT60W_QUAL_FLAG:long_label = "quality flag";
ZPGT60W_QUAL_FLAG:short_label = "qf";
ZPGT60W_QUAL_FLAG:plot_label = " ";
ZPGT60W_QUAL_FLAG:lin_log = "lin";
ZPGT60W_QUAL_FLAG:units = "qf";
ZPGT60W_QUAL_FLAG:format = "I";
ZPGT60W_QUAL_FLAG:nominal_min = "0";
ZPGT60W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT60W_QUAL_FLAG:missing_value = "99999";

float ZPGT60W(record);
ZPGT60W:description = "Flux of >60 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT60W:long_label = "protons-gt60-A (>60 MeV) corrected flux";
ZPGT60W:short_label = "pgt60A cor fx";
ZPGT60W:plot_label = "pA(>60 MeV)c";
ZPGT60W:lin_log = "log";
ZPGT60W:units = "p/(cm^2 s sr)";
ZPGT60W:format = "E10.4";
ZPGT60W:nominal_min = "1.0000E-02";
ZPGT60W:nominal_max = "1.0000E+06";
ZPGT60W:missing_value = "-99999";

float ZPGT100W_QUAL_FLAG(record);
ZPGT100W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPGT100W_QUAL_FLAG:long_label = "quality flag";
ZPGT100W_QUAL_FLAG:short_label = "qf";
ZPGT100W_QUAL_FLAG:plot_label = " ";
ZPGT100W_QUAL_FLAG:lin_log = "lin";
ZPGT100W_QUAL_FLAG:units = "qf";
ZPGT100W_QUAL_FLAG:format = "I";
ZPGT100W_QUAL_FLAG:nominal_min = "0";
ZPGT100W_QUAL_FLAG:nominal_max = "4294967295";
ZPGT100W_QUAL_FLAG:missing_value = "99999";

float ZPGT100W(record);
ZPGT100W:description = "Flux of >100 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPGT100W:long_label = "protons-gt100-A (>100 MeV) corrected flux";
ZPGT100W:short_label = "pgt100A cor fx";
ZPGT100W:plot_label = "pA(>100 MeV)c";
ZPGT100W:lin_log = "log";
ZPGT100W:units = "p/(cm^2 s sr)";
ZPGT100W:format = "E10.4";
ZPGT100W:nominal_min = "1.0000E-02";
ZPGT100W:nominal_max = "1.0000E+06";
ZPGT100W:missing_value = "-99999";

float ZPEQ5E_QUAL_FLAG(record);
ZPEQ5E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPEQ5E_QUAL_FLAG:long_label = "quality flag";
ZPEQ5E_QUAL_FLAG:short_label = "qf";
ZPEQ5E_QUAL_FLAG:plot_label = " ";
ZPEQ5E_QUAL_FLAG:lin_log = "lin";
ZPEQ5E_QUAL_FLAG:units = "qf";
ZPEQ5E_QUAL_FLAG:format = "I";
ZPEQ5E_QUAL_FLAG:nominal_min = "0";
ZPEQ5E_QUAL_FLAG:nominal_max = "4294967295";
ZPEQ5E_QUAL_FLAG:missing_value = "99999";

float ZPEQ5E(record);
ZPEQ5E:description = "Flux of 5 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPEQ5E:long_label = "protons-eq5-B (5 MeV) corrected flux";
ZPEQ5E:short_label = "peq5B cor flux";
ZPEQ5E:plot_label = "pB(5 MeV)c";
ZPEQ5E:lin_log = "log";
ZPEQ5E:units = "p/(cm^2 s sr MeV)";
ZPEQ5E:format = "E10.4";
ZPEQ5E:nominal_min = "1.0000E-03";
ZPEQ5E:nominal_max = "1.0000E+05";
ZPEQ5E:missing_value = "-99999";

float ZPEQ15E_QUAL_FLAG(record);
ZPEQ15E_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
ZPEQ15E_QUAL_FLAG:long_label = "quality flag";
ZPEQ15E_QUAL_FLAG:short_label = "qf";
ZPEQ15E_QUAL_FLAG:plot_label = " ";
ZPEQ15E_QUAL_FLAG:lin_log = "lin";
ZPEQ15E_QUAL_FLAG:units = "qf";
ZPEQ15E_QUAL_FLAG:format = "I";
ZPEQ15E_QUAL_FLAG:nominal_min = "0";
ZPEQ15E_QUAL_FLAG:nominal_max = "4294967295";
ZPEQ15E_QUAL_FLAG:missing_value = "99999";

float ZPEQ15E(record);
ZPEQ15E:description = "Flux of 15 MeV protons from the B detector that faces either East or West depending on the yaw flip of the satellite with a correction applied to remove contaminating particles";
ZPEQ15E:long_label = "protons-eq15-B (15 MeV) corrected flux";
ZPEQ15E:short_label = "peq15B cor flux";
