File name: g13_epead_p27w_32s_20110608_20110608
Metadata Description:
dimensions:
record = UNLIMITED; //(2635 currently)
orbit = 1;

variables:
double time_tag_orbit(orbit);
time_tag_orbit:long_name = "Date and time for each west_longitude and inclination pair";
time_tag_orbit:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC";
time_tag_orbit:calendar = "gregorian";

float west_longitude(orbit);
west_longitude:description = "West longitude of satellite sub-orbit point at the given date and time.";
west_longitude:long_label = "west longitude";
west_longitude:short_label = "w long";
west_longitude:plot_label = "west longitude";
west_longitude:lin_log = "lin";
west_longitude:units = "degrees";
west_longitude:format = "F5.1";
west_longitude:nominal_min = " 70.0";
west_longitude:nominal_max = "140.0";
west_longitude:missing_value = "-99999";

float inclination(orbit);
inclination:description = "Inclination -- the angle between the plane of the orbit and the equatorial plane measured counter-clockwise from true East.";
inclination:long_label = "inclination";
inclination:short_label = "incl";
inclination:plot_label = "inclination";
inclination:lin_log = "lin";
inclination:units = "degrees";
inclination:format = "F6.3";
inclination:nominal_min = "0.0";
inclination:nominal_max = " 1.000";
inclination:missing_value = "-99999";

double time_tag(record) ;
time_tag:long_name = "Date and time for each observation" ;
time_tag:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC" ;
time_tag:calendar = "gregorian" ;

float P2W_QUAL_FLAG(record);
P2W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
P2W_QUAL_FLAG:long_label = "quality flag";
P2W_QUAL_FLAG:short_label = "qf";
P2W_QUAL_FLAG:plot_label = " ";
P2W_QUAL_FLAG:lin_log = "lin";
P2W_QUAL_FLAG:units = "qf";
P2W_QUAL_FLAG:format = "I";
P2W_QUAL_FLAG:nominal_min = "0";
P2W_QUAL_FLAG:nominal_max = "4294967295";
P2W_QUAL_FLAG:missing_value = "99999";

float P2W_UNCOR_CR(record);
P2W_UNCOR_CR:description = "Average number of counts per second of protons with energies from 4.2-8.7 MeV from the A detector that faces either East or West depending on the yaw flip of the satellite";
P2W_UNCOR_CR:long_label = "protons-2-A (4.2-8.7 MeV) count rate";
P2W_UNCOR_CR:short_label = "p2A cr";
P2W_UNCOR_CR:plot_label = "p2A(4.2-8.7 MeV)";
P2W_UNCOR_CR:lin_log = "log";
P2W_UNCOR_CR:units = "counts/s";
P2W_UNCOR_CR:format = "E10.4";
P2W_UNCOR_CR:nominal_min = "1.0000E-03";
P2W_UNCOR_CR:nominal_max = "1.0000E+05";
P2W_UNCOR_CR:missing_value = "-99999";

float P2W_UNCOR_FLUX(record);
P2W_UNCOR_FLUX:description = "Average flux of 6.5 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with no correction applied to remove electron contamination ";
P2W_UNCOR_FLUX:long_label = "protons-2-A (6.5 MeV) flux";
P2W_UNCOR_FLUX:short_label = "p2A fx";
P2W_UNCOR_FLUX:plot_label = "p2A(6.5 MeV)";
P2W_UNCOR_FLUX:lin_log = "log";
P2W_UNCOR_FLUX:units = "p/(cm^2 s sr MeV)";
P2W_UNCOR_FLUX:format = "E10.4";
P2W_UNCOR_FLUX:nominal_min = "1.0000E-03";
P2W_UNCOR_FLUX:nominal_max = "1.0000E+05";
P2W_UNCOR_FLUX:missing_value = "-99999";

float P3W_QUAL_FLAG(record);
P3W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
P3W_QUAL_FLAG:long_label = "quality flag";
P3W_QUAL_FLAG:short_label = "qf";
P3W_QUAL_FLAG:plot_label = " ";
P3W_QUAL_FLAG:lin_log = "lin";
P3W_QUAL_FLAG:units = "qf";
P3W_QUAL_FLAG:format = "I";
P3W_QUAL_FLAG:nominal_min = "0";
P3W_QUAL_FLAG:nominal_max = "4294967295";
P3W_QUAL_FLAG:missing_value = "99999";

float P3W_UNCOR_CR(record);
P3W_UNCOR_CR:description = "Average number of counts per second of protons with energies from 8.7-14.5 MeV from the A detector that faces either East or West depending on the yaw flip of the satellite";
P3W_UNCOR_CR:long_label = "protons-3-A (8.7-14.5 MeV) count rate";
P3W_UNCOR_CR:short_label = "p3A cr";
P3W_UNCOR_CR:plot_label = "p3A(8.7-14.5 MeV)";
P3W_UNCOR_CR:lin_log = "log";
P3W_UNCOR_CR:units = "counts/s";
P3W_UNCOR_CR:format = "E10.4";
P3W_UNCOR_CR:nominal_min = "1.0000E-03";
P3W_UNCOR_CR:nominal_max = "1.0000E+05";
P3W_UNCOR_CR:missing_value = "-99999";

float P3W_UNCOR_FLUX(record);
P3W_UNCOR_FLUX:description = "Average flux of 11.6 MeV protons from the A detector that faces either East or West depending on the yaw flip of the satellite with no correction applied to remove electron contamination ";
P3W_UNCOR_FLUX:long_label = "protons-3-A (11.6 MeV) flux";
P3W_UNCOR_FLUX:short_label = "p3A fx";
P3W_UNCOR_FLUX:plot_label = "p3A(11.6 MeV)";
P3W_UNCOR_FLUX:lin_log = "log";
P3W_UNCOR_FLUX:units = "p/(cm^2 s sr MeV)";
P3W_UNCOR_FLUX:format = "E10.4";
P3W_UNCOR_FLUX:nominal_min = "1.0000E-03";
P3W_UNCOR_FLUX:nominal_max = "1.0000E+05";
P3W_UNCOR_FLUX:missing_value = "-99999";

float P4W_QUAL_FLAG(record);
P4W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
P4W_QUAL_FLAG:long_label = "quality flag";
P4W_QUAL_FLAG:short_label = "qf";
P4W_QUAL_FLAG:plot_label = " ";
P4W_QUAL_FLAG:lin_log = "lin";
P4W_QUAL_FLAG:units = "qf";
P4W_QUAL_FLAG:format = "I";
P4W_QUAL_FLAG:nominal_min = "0";
P4W_QUAL_FLAG:nominal_max = "4294967295";
P4W_QUAL_FLAG:missing_value = "99999";

float P4W_UNCOR_CR(record);
P4W_UNCOR_CR:description = "Average number of counts per second of protons with energies from 15-40 MeV from the A detector that faces either East or West depending on the yaw flip of the satellite";
P4W_UNCOR_CR:long_label = "protons-4-A (15-40 MeV) count rate";
P4W_UNCOR_CR:short_label = "p4A cr";
P4W_UNCOR_CR:plot_label = "p4A(15-40 MeV)";
P4W_UNCOR_CR:lin_log = "log";
P4W_UNCOR_CR:units = "counts/s";
P4W_UNCOR_CR:format = "E10.4";
P4W_UNCOR_CR:nominal_min = "1.0000E-05";
P4W_UNCOR_CR:nominal_max = "1.0000E+05";
P4W_UNCOR_CR:missing_value = "-99999";

float P4W_UNCOR_FLUX(record);
P4W_UNCOR_FLUX:description = "Average flux of 30.6 MeV protons from theA detector that faces either East or West depending on the yaw flip of the satellite with no correction applied to remove electron contamination ";
P4W_UNCOR_FLUX:long_label = "protons-4-A (30.6 MeV) flux";
P4W_UNCOR_FLUX:short_label = "p4A fx";
P4W_UNCOR_FLUX:plot_label = "p4A(30.6 MeV)";
P4W_UNCOR_FLUX:lin_log = "log";
P4W_UNCOR_FLUX:units = "p/(cm^2 s sr MeV)";
P4W_UNCOR_FLUX:format = "E10.4";
P4W_UNCOR_FLUX:nominal_min = "1.0000E-05";
P4W_UNCOR_FLUX:nominal_max = "1.0000E+05";
P4W_UNCOR_FLUX:missing_value = "-99999";

float P5W_QUAL_FLAG(record);
P5W_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
P5W_QUAL_FLAG:long_label = "quality flag";
P5W_QUAL_FLAG:short_label = "qf";
P5W_QUAL_FLAG:plot_label = " ";
P5W_QUAL_FLAG:lin_log = "lin";
P5W_QUAL_FLAG:units = "qf";
P5W_QUAL_FLAG:format = "I";
P5W_QUAL_FLAG:nominal_min = "0";
